GSE,SRR,URL_R1,URL_R2,Species,Tissue,Chromium_version,Compressed,Read_length
GSE135922,SRR9990628,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/008/SRR9990628/SRR9990628_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/008/SRR9990628/SRR9990628_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990629,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/009/SRR9990629/SRR9990629_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/009/SRR9990629/SRR9990629_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990630,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/000/SRR9990630/SRR9990630_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/000/SRR9990630/SRR9990630_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990631,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/001/SRR9990631/SRR9990631_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/001/SRR9990631/SRR9990631_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990632,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/002/SRR9990632/SRR9990632_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/002/SRR9990632/SRR9990632_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990633,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/003/SRR9990633/SRR9990633_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/003/SRR9990633/SRR9990633_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990634,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/004/SRR9990634/SRR9990634_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/004/SRR9990634/SRR9990634_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990635,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/005/SRR9990635/SRR9990635_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/005/SRR9990635/SRR9990635_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990636,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/006/SRR9990636/SRR9990636_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/006/SRR9990636/SRR9990636_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990637,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/007/SRR9990637/SRR9990637_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/007/SRR9990637/SRR9990637_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990639,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/009/SRR9990639/SRR9990639_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/009/SRR9990639/SRR9990639_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990640,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/000/SRR9990640/SRR9990640_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/000/SRR9990640/SRR9990640_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990641,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/001/SRR9990641/SRR9990641_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/001/SRR9990641/SRR9990641_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990642,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/002/SRR9990642/SRR9990642_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/002/SRR9990642/SRR9990642_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990643,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/003/SRR9990643/SRR9990643_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/003/SRR9990643/SRR9990643_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990647,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/007/SRR9990647/SRR9990647_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/007/SRR9990647/SRR9990647_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990648,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/008/SRR9990648/SRR9990648_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/008/SRR9990648/SRR9990648_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990649,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/009/SRR9990649/SRR9990649_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/009/SRR9990649/SRR9990649_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990650,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/000/SRR9990650/SRR9990650_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/000/SRR9990650/SRR9990650_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990651,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/001/SRR9990651/SRR9990651_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/001/SRR9990651/SRR9990651_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990652,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/002/SRR9990652/SRR9990652_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/002/SRR9990652/SRR9990652_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990653,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/003/SRR9990653/SRR9990653_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/003/SRR9990653/SRR9990653_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990654,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/004/SRR9990654/SRR9990654_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/004/SRR9990654/SRR9990654_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990655,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/005/SRR9990655/SRR9990655_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/005/SRR9990655/SRR9990655_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990656,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/006/SRR9990656/SRR9990656_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/006/SRR9990656/SRR9990656_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990657,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/007/SRR9990657/SRR9990657_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/007/SRR9990657/SRR9990657_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990658,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/008/SRR9990658/SRR9990658_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/008/SRR9990658/SRR9990658_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990659,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/009/SRR9990659/SRR9990659_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/009/SRR9990659/SRR9990659_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990660,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/000/SRR9990660/SRR9990660_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/000/SRR9990660/SRR9990660_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990661,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/001/SRR9990661/SRR9990661_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/001/SRR9990661/SRR9990661_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990662,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/002/SRR9990662/SRR9990662_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/002/SRR9990662/SRR9990662_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990663,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/003/SRR9990663/SRR9990663_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/003/SRR9990663/SRR9990663_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990664,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/004/SRR9990664/SRR9990664_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/004/SRR9990664/SRR9990664_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990665,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/005/SRR9990665/SRR9990665_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/005/SRR9990665/SRR9990665_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990666,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/006/SRR9990666/SRR9990666_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/006/SRR9990666/SRR9990666_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990667,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/007/SRR9990667/SRR9990667_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/007/SRR9990667/SRR9990667_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990668,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/008/SRR9990668/SRR9990668_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/008/SRR9990668/SRR9990668_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990669,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/009/SRR9990669/SRR9990669_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/009/SRR9990669/SRR9990669_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990674,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/004/SRR9990674/SRR9990674_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/004/SRR9990674/SRR9990674_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990675,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/005/SRR9990675/SRR9990675_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/005/SRR9990675/SRR9990675_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-3,v3,0,151
GSE135922,SRR9990678,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/008/SRR9990678/SRR9990678_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/008/SRR9990678/SRR9990678_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-3,v3,0,151
GSE135922,SRR9990679,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/009/SRR9990679/SRR9990679_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/009/SRR9990679/SRR9990679_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-3,v3,0,151
GSE135922,SRR9990680,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/000/SRR9990680/SRR9990680_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/000/SRR9990680/SRR9990680_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-3,v3,0,151
GSE135922,SRR9990681,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/001/SRR9990681/SRR9990681_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/001/SRR9990681/SRR9990681_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-3,v3,0,151
GSE135922,SRR9990682,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/002/SRR9990682/SRR9990682_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/002/SRR9990682/SRR9990682_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-3,v3,0,151
GSE135922,SRR9990691,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/001/SRR9990691/SRR9990691_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/001/SRR9990691/SRR9990691_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-3,v3,0,151
GSE135922,SRR9990692,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/002/SRR9990692/SRR9990692_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/002/SRR9990692/SRR9990692_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-3,v3,0,151
GSE135922,SRR9990693,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/003/SRR9990693/SRR9990693_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/003/SRR9990693/SRR9990693_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-3,v3,0,151
GSE135922,SRR9990694,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/004/SRR9990694/SRR9990694_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/004/SRR9990694/SRR9990694_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-3,v3,0,151
GSE135922,SRR9990695,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/005/SRR9990695/SRR9990695_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/005/SRR9990695/SRR9990695_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-3,v3,0,151
GSE135922,SRR9990696,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/006/SRR9990696/SRR9990696_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/006/SRR9990696/SRR9990696_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-3,v3,0,151
GSE135922,SRR9990697,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/007/SRR9990697/SRR9990697_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/007/SRR9990697/SRR9990697_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-3,v3,0,151
GSE135922,SRR9990698,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/008/SRR9990698/SRR9990698_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/008/SRR9990698/SRR9990698_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-3,v3,0,151
GSE135922,SRR9990699,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/009/SRR9990699/SRR9990699_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/009/SRR9990699/SRR9990699_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-3,v3,0,151
GSE135922,SRR9990704,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/004/SRR9990704/SRR9990704_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/004/SRR9990704/SRR9990704_2.fastq.gz,Human,Macula-8mm-rpe-cho-donor-3,v3,0,151
GSE135922,SRR9990707,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/007/SRR9990707/SRR9990707_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/007/SRR9990707/SRR9990707_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990709,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/009/SRR9990709/SRR9990709_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/009/SRR9990709/SRR9990709_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990710,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/000/SRR9990710/SRR9990710_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/000/SRR9990710/SRR9990710_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990711,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/001/SRR9990711/SRR9990711_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/001/SRR9990711/SRR9990711_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990712,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/002/SRR9990712/SRR9990712_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/002/SRR9990712/SRR9990712_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990713,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/003/SRR9990713/SRR9990713_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/003/SRR9990713/SRR9990713_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990714,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/004/SRR9990714/SRR9990714_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/004/SRR9990714/SRR9990714_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990715,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/005/SRR9990715/SRR9990715_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/005/SRR9990715/SRR9990715_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990716,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/006/SRR9990716/SRR9990716_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/006/SRR9990716/SRR9990716_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990717,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/007/SRR9990717/SRR9990717_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/007/SRR9990717/SRR9990717_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990718,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/008/SRR9990718/SRR9990718_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/008/SRR9990718/SRR9990718_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990719,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/009/SRR9990719/SRR9990719_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/009/SRR9990719/SRR9990719_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990720,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/000/SRR9990720/SRR9990720_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/000/SRR9990720/SRR9990720_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990721,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/001/SRR9990721/SRR9990721_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/001/SRR9990721/SRR9990721_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990722,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/002/SRR9990722/SRR9990722_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/002/SRR9990722/SRR9990722_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990723,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/003/SRR9990723/SRR9990723_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/003/SRR9990723/SRR9990723_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990724,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/004/SRR9990724/SRR9990724_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/004/SRR9990724/SRR9990724_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990725,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/005/SRR9990725/SRR9990725_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/005/SRR9990725/SRR9990725_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990726,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/006/SRR9990726/SRR9990726_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/006/SRR9990726/SRR9990726_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990727,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/007/SRR9990727/SRR9990727_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/007/SRR9990727/SRR9990727_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-1,v3,0,151
GSE135922,SRR9990731,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/001/SRR9990731/SRR9990731_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/001/SRR9990731/SRR9990731_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990732,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/002/SRR9990732/SRR9990732_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/002/SRR9990732/SRR9990732_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990733,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/003/SRR9990733/SRR9990733_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/003/SRR9990733/SRR9990733_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990734,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/004/SRR9990734/SRR9990734_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/004/SRR9990734/SRR9990734_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990735,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/005/SRR9990735/SRR9990735_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/005/SRR9990735/SRR9990735_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990736,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/006/SRR9990736/SRR9990736_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/006/SRR9990736/SRR9990736_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990737,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/007/SRR9990737/SRR9990737_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/007/SRR9990737/SRR9990737_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990738,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/008/SRR9990738/SRR9990738_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/008/SRR9990738/SRR9990738_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990739,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/009/SRR9990739/SRR9990739_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/009/SRR9990739/SRR9990739_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990740,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/000/SRR9990740/SRR9990740_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/000/SRR9990740/SRR9990740_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-2,v3,0,151
GSE135922,SRR9990741,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/001/SRR9990741/SRR9990741_1.fastq.gz,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR999/001/SRR9990741/SRR9990741_2.fastq.gz,Human,Peripheral-8mm-rpe-cho-donor-2,v3,0,151
